timestamp,scenario,zone,detected_occupancy,density_score,density_growth,movement_score,convergence_score,conflict_score,bottleneck_score
200,CRITICAL,ZONE_C,60.79,58.08,56.52,54.35,57.38,49.88,61.61
200,CRITICAL,ZONE_D,46.91,49.41,46.81,45.95,53.69,46.66,50.19
205,CRITICAL,ZONE_A,69.38,71.16,64.62,66.8,67.4,62.22,68.12
205,CRITICAL,ZONE_B,93.41,90.09,79.31,82.69,88.62,79.71,92.2
205,CRITICAL,ZONE_C,58.71,59.78,54.91,59.46,55.6,50.24,54.26
205,CRITICAL,ZONE_D,49.53,48.4,46.99,43.52,50.21,44.95,45.11
210,CRITICAL,ZONE_A,71.84,69.11,64.37,68.75,65.08,60.65,66.62
210,CRITICAL,ZONE_B,91.7,88.92,78.93,82.56,88.81,79.58,92.09
210,CRITICAL,ZONE_C,61.83,55.71,54.96,48.14,58.97,51.31,53.23
210,CRITICAL,ZONE_D,54.16,50.3,42.53,46.05,50.09,46.9,47.81
215,CRITICAL,ZONE_A,71.73,67.54,66.48,62.87,63.84,61.09,63.73
215,CRITICAL,ZONE_B,96.28,91.68,86.26,87.58,90.34,79.38,84.23
215,CRITICAL,ZONE_C,63.64,56.2,59.19,52.82,62.76,54.8,55.07
215,CRITICAL,ZONE_D,53.66,50.79,44.11,42.23,52.52,47.77,50.13
220,CRITICAL,ZONE_A,67.67,69.21,67.3,65.2,69.51,56.52,63.26
220,CRITICAL,ZONE_B,93.97,93.71,94.62,85.01,88.88,78.84,91.44
220,CRITICAL,ZONE_C,59.82,61.2,56.27,54.63,62.2,51.3,58.64
220,CRITICAL,ZONE_D,55.16,53.15,50.33,43.92,54.26,46.33,48.23
225,CRITICAL,ZONE_A,75.19,66.37,67.82,61.68,68.44,59.91,69.17
225,CRITICAL,ZONE_B,91.46,93.36,90.44,86.3,90.43,83.4,90.5
225,CRITICAL,ZONE_C,63.65,61.81,56.71,54.37,54.79,50.65,59.44
225,CRITICAL,ZONE_D,50.91,51.23,43.38,48.84,47.66,46.02,47.93
230,CRITICAL,ZONE_A,71.52,67.88,62.85,64.55,65.22,62.57,75.38
230,CRITICAL,ZONE_B,93.44,96.63,86.94,87.33,84.95,85.19,94.41
230,CRITICAL,ZONE_C,61.47,59.99,60.32,51.69,58.56,53.77,56.39
230,CRITICAL,ZONE_D,51.72,48.71,47.92,52.42,53.51,45.99,49.42
235,CRITICAL,ZONE_A,73.95,70.8,65.74,57.93,64.94,64.71,65.13
235,CRITICAL,ZONE_B,95.06,93.4,89.68,83.07,92.37,79.98,88.17
235,CRITICAL,ZONE_C,64.61,62.07,58.07,60.63,55.4,53.28,59.6
235,CRITICAL,ZONE_D,53.94,53.42,45.91,46.52,45.5,47.91,55.7
240,CRITICAL,ZONE_A,69.85,68.59,62.81,60.07,68.12,59.27,65.28
240,CRITICAL,ZONE_B,97.25,94.44,85.88,82.8,89.39,83.83,87.0
240,CRITICAL,ZONE_C,59.92,60.55,53.88,57.32,61.79,53.98,52.94
240,CRITICAL,ZONE_D,52.41,45.29,50.23,44.04,48.39,46.67,50.26
245,CRITICAL,ZONE_A,69.69,70.31,65.3,63.21,69.74,61.14,66.67
245,CRITICAL,ZONE_B,95.71,93.87,87.74,88.03,90.24,81.47,87.07
245,CRITICAL,ZONE_C,59.82,61.21,57.26,47.17,62.26,53.64,56.04
245,CRITICAL,ZONE_D,51.27,48.98,48.78,45.52,47.28,44.27,50.52
250,CRITICAL,ZONE_A,72.19,70.67,65.56,63.99,66.3,59.35,69.81
250,CRITICAL,ZONE_B,97.03,90.08,89.05,84.79,88.37,80.48,94.15
250,CRITICAL,ZONE_C,63.74,58.11,55.13,56.33,63.6,57.36,59.58
250,CRITICAL,ZONE_D,51.89,47.07,51.37,38.53,48.93,43.55,49.94
255,CRITICAL,ZONE_A,72.14,70.14,66.84,63.89,69.99,63.84,70.23
255,CRITICAL,ZONE_B,95.4,89.48,88.92,84.56,99.64,82.71,88.86
255,CRITICAL,ZONE_C,62.67,61.78,53.43,57.18,57.31,54.1,57.82
255,CRITICAL,ZONE_D,53.37,53.42,46.26,48.51,50.54,40.82,55.2
260,CRITICAL,ZONE_A,71.05,72.47,66.69,65.65,68.96,62.12,65.29
260,CRITICAL,ZONE_B,97.84,87.4,88.28,90.98,90.71,77.67,88.81
260,CRITICAL,ZONE_C,62.75,60.1,47.98,55.79,60.76,54.41,58.19
260,CRITICAL,ZONE_D,49.37,51.65,49.57,47.58,48.81,47.17,44.82
265,CRITICAL,ZONE_A,72.65,76.11,64.88,63.96,67.13,60.28,72.13
265,CRITICAL,ZONE_B,97.91,92.94,85.48,82.94,89.6,82.9,94.01
265,CRITICAL,ZONE_C,65.03,60.58,58.51,58.38,60.06,51.05,51.18
265,CRITICAL,ZONE_D,52.12,49.19,46.37,48.04,52.74,44.24,51.84
270,CRITICAL,ZONE_A,69.9,67.81,61.24,61.48,63.98,63.08,75.9
270,CRITICAL,ZONE_B,97.1,93.14,84.01,81.02,92.33,78.64,89.32
270,CRITICAL,ZONE_C,60.8,61.7,56.14,57.65,59.52,56.52,57.61
270,CRITICAL,ZONE_D,52.35,48.37,47.63,45.85,48.31,46.17,50.2
275,CRITICAL,ZONE_A,70.52,64.83,68.7,61.57,71.5,60.79,65.6
275,CRITICAL,ZONE_B,95.61,89.16,84.93,84.72,92.26,84.65,91.82
275,CRITICAL,ZONE_C,62.69,61.06,61.7,50.13,58.0,55.42,63.14
275,CRITICAL,ZONE_D,49.07,46.47,49.67,44.3,50.81,47.05,45.69
280,CRITICAL,ZONE_A,70.89,70.89,65.32,62.26,67.75,58.32,68.69
280,CRITICAL,ZONE_B,95.15,90.13,84.79,83.47,92.02,82.84,83.7
280,CRITICAL,ZONE_C,62.23,59.07,59.47,57.86,58.25,54.13,62.04
280,CRITICAL,ZONE_D,49.43,54.79,49.45,45.49,47.72,43.82,45.93
285,CRITICAL,ZONE_A,67.68,67.89,68.28,64.66,69.73,61.34,71.01
285,CRITICAL,ZONE_B,93.43,95.01,88.24,80.75,96.89,81.93,91.15
285,CRITICAL,ZONE_C,65.53,61.66,57.33,55.09,60.54,53.01,59.07
285,CRITICAL,ZONE_D,54.02,48.66,51.68,45.55,47.44,44.03,41.63
290,CRITICAL,ZONE_A,73.1,70.12,68.78,66.0,67.15,58.14,68.76
290,CRITICAL,ZONE_B,95.8,91.08,85.82,91.37,93.51,84.05,91.73
290,CRITICAL,ZONE_C,59.63,63.04,53.78,53.95,59.39,58.28,57.23
290,CRITICAL,ZONE_D,52.01,50.17,50.87,41.09,52.95,47.15,53.26
295,CRITICAL,ZONE_A,72.34,71.73,63.19,61.03,69.4,61.32,61.84
295,CRITICAL,ZONE_B,92.99,95.19,85.47,85.85,86.9,76.9,90.95
295,CRITICAL,ZONE_C,60.42,58.42,62.18,46.81,56.64,60.13,60.27
295,CRITICAL,ZONE_D,52.14,53.13,43.99,48.89,48.12,40.97,46.13
